"apgroup_num","apgroup_name","apmean_bno2","apmean_bpm25"
21855,"E01024108",6.95,8.507
21856,"E01018653",10.866,8.128
21857,"E01010155",10.477,8.42
21858,"E01018650",8.528,7.566
21859,"E01018655",10.82,7.836
21860,"E01018652",12.518,8.356
21861,"E01016651",12.68,9.679
21862,"E01018654",9.183,7.49
21863,"E01018656",8.644,7.395
21864,"E01018657",10.221,7.658
21865,"E01002666",19.23,12.007
21866,"E01018651",11.346,7.901
21867,"E01005815",17.732,8.888
21868,"E01013315",12.07,12.131
21869,"E01031710",6.884,8.163
21870,"E01030535",10.185,8.668
21871,"E01015158",9,6.688
21872,"E01001550",17.148,11.521
21873,"E01019663",10.881,8.94
21874,"E01018273",9.463,9.379
21875,"E01002710",32.154,13.972
21876,"E01007910",17.24,9.68
21877,"E01001197",29.302,13.151
21878,"E01026945",7.545,8.935
21879,"E01000141",25.189,12.83
21880,"E01019851",6.338,8.257
21881,"E01021266",14.814,10.696
21882,"E01001829",22.864,13.291
21883,"E01023753",7.256,8.916
21884,"E01023399",11.425,9.253
21885,"E01004073",21.087,12.422
21886,"E01031716",8.443,9.453
21887,"E01016413",14.547,10.162
21888,"E01014239",20.596,9.956
21889,"E01027109",7.967,8.612
21890,"E01009564",16.975,10.556
21891,"E01025606",5.884,6.284
21892,"E01022292",13.62,9.477
21893,"E01006779",24.253,8.972
21894,"E01007997",10.766,8.129
21895,"E01011111",7.944,7.848
21896,"E01009594",11.163,9.428
21897,"E01010143",13.435,9.64
21898,"E01021808",15.37,10.719
21899,"E01006068",14.86,8.242
21900,"E01000056",28.524,14
21901,"E01006069",7.131,7.168
21902,"E01000057",26.382,13.682
21903,"E01000054",24.595,13.464
21904,"E01014089",10.962,8.015
21905,"E01014008",3.043,6.527
21906,"E01024686",11.233,11.618
21907,"E01021217",6.019,7.534
21908,"E01007723",7.92,8.292
21909,"E01019963",3.232,6.235
21910,"E01019062",3.602,6.063
21911,"E01025469",8.203,6.953
21912,"E01028176",12.309,9.356
21913,"E01020516",3.544,6.488
21914,"E01008627",12.326,6.983
21915,"E01019872",6.507,8.165
21916,"E01017099",14.395,11.876
21917,"E01025498",4.698,6.286
21918,"W01001417",6.988,7.223
21919,"E01028649",7.644,8.263
21920,"E01009284",24.727,13.045
21921,"E01020654",4.502,5.335
21922,"E01017782",9.107,8.568
21923,"E01027222",13.432,9.897
21924,"E01000370",16.518,11.519
21925,"E01005777",14.346,8.573
21926,"E01017830",11.476,8.801
21927,"E01025906",7.955,8.788
21928,"E01023005",10.129,8.135
21929,"E01031403",8.563,9.447
21930,"E01030124",12.238,9.841
21931,"E01024570",10.937,9.188
21932,"E01004677",25.406,13.361
21933,"E01020766",7.551,6.651
21934,"E01023276",5.805,7.772
21935,"E01015757",11.616,10.067
21936,"E01028397",12.383,9.235
21937,"E01006836",14.313,8.431
21938,"E01013843",16.388,10.022
21939,"E01031952",5.208,7.687
21940,"E01031053",13.806,9.37
21941,"E01028925",3.905,5.718
21942,"E01003680",19.634,11.713
21943,"E01002210",14.798,10.595
21944,"E01014677",10.984,9.291
21945,"E01000940",36.294,14.278
21946,"E01011475",20.671,10.112
21947,"E01011474",22.697,10.033
21948,"E01031266",12.925,9.997
21949,"E01012756",12.812,9.972
21950,"E01028890",5.757,7.173
21951,"E01023310",13.967,10.142
21952,"E01002074",21.508,12.471
21953,"E01026837",14.403,9.955
21954,"E01028498",6.935,8.22
21955,"E01010245",9.692,8.344
21956,"E01029106",7.41,8.943
21957,"E01007566",9.971,8.548
21958,"E01033688",20.012,9.158
21959,"E01020225",8.961,7.312
21960,"E01012790",9.83,9.326
21961,"E01019999",5.617,7.659
21962,"E01017128",12.056,12.311
21963,"E01005525",14.744,8.323
21964,"E01022137",14.043,9.149
21965,"E01030748",22.182,11.274
21966,"E01009354",18.388,10.874
21967,"E01013898",14.896,9.791
21968,"E01021325",14.314,10.427
21969,"E01026815",9.966,9.479
21970,"W01001583",4.023,6.654
21971,"E01032846",16.649,9.748
21972,"E01028491",8.369,8.826
21973,"W01001774",12.592,8.529
21974,"E01025154",8.27,6.787
21975,"E01019560",9.979,8.165
21976,"E01033685",27.02,10.394
21977,"E01026274",8.881,8.749
21978,"E01009830",10.195,8.569
21979,"E01020551",4.475,7.034
21980,"W01001646",12.338,11.41
21981,"E01020558",3.125,6.586
21982,"W01001647",7.973,8.601
21983,"E01012089",13.45,7.937
21984,"E01006780",15.358,8.828
21985,"E01033276",23.011,10.515
21986,"E01021790",16.778,10.471
21987,"E01008549",4.403,5.897
21988,"E01007188",7.221,6.428
21989,"E01024979",7.38,6.541
21990,"E01003684",19.055,12.553
21991,"E01002214",15.791,10.799
21992,"E01020696",6.47,6.461
21993,"E01031823",8.712,8.768
21994,"E01029013",4.646,6.429
21995,"E01010930",11.008,8.643
21996,"E01006046",12.918,8.279
21997,"E01012736",10.257,7.723
21998,"E01015252",6.443,7.014
21999,"E01004754",36.465,14.861
22000,"E01029782",7.018,7.608
22001,"E01003392",18.181,12.376
22002,"E01022322",9.569,8.659
22003,"E01002841",29.394,13.388
22004,"E01025845",15.475,9.935
22005,"E01010532",17.952,9.501
22006,"E01007107",10.843,7.562
22007,"E01033465",12.266,7.395
22008,"E01009663",12.718,9.905
22009,"E01008273",4.92,5.544
22010,"E01030699",21.515,11.2
22011,"E01008451",11.92,6.986
22012,"E01025029",7.748,6.645
22013,"E01029476",8.318,8.235
22014,"W01001520",8.715,7.277
22015,"E01010746",18.995,9.274
22016,"E01029280",7.96,8.353
22017,"E01018785",3.166,5.722
22018,"E01018815",3.292,5.932
22019,"E01013398",11.078,8.667
22020,"E01032325",11.763,8.63
22021,"E01027720",9.078,7.835
22022,"E01008495",7.137,5.934
22023,"W01001625",8.367,7.608
22024,"E01003157",20.303,12.33
22025,"E01032976",9.562,8.98
22026,"E01015606",9.405,9.558
22027,"E01014216",8.699,7.905
22028,"E01030616",14.013,9.963
22029,"E01007999",12.546,8.757
22030,"E01021075",5.659,8.335
22031,"E01016944",12.097,9.236
22032,"E01028047",7.586,8.626
22033,"E01005863",21.074,9.884
22034,"E01027204",10.797,9.384
22035,"E01005813",15.498,8.793
22036,"E01013391",23.187,9.422
22037,"E01027706",6.97,7.254
22038,"E01000013",21.306,12.299
22039,"E01023779",14.058,10.543
22040,"E01004425",22.082,13.186
22041,"E01026545",4.25,8.326
22042,"E01017104",19.384,10.982
22043,"E01003583",25.92,14.195
22044,"E01011657",12.03,8.875
22045,"E01016279",9.799,8.52
22046,"E01025428",11.512,7.46
22047,"E01011477",14.042,9.221
22048,"E01000943",39.097,14.613
22049,"E01011476",21.363,10.268
22050,"E01000942",39.097,14.613
22051,"E01025429",10.73,7.377
22052,"E01000941",37.696,14.446
22053,"E01002743",24.233,13.358
22054,"E01004746",35.706,14.225
22055,"E01016739",15.861,10.388
22056,"E01002742",23.612,13.219
22057,"E01016738",11.4,9.71
22058,"E01002745",23.722,13.275
22059,"E01028869",4.744,7.097
22060,"E01002747",23.502,13.162
22061,"E01020853",4.208,5.391
22062,"E01002744",24.192,13.304
22063,"E01020852",3.525,5.22
22064,"E01031746",7.663,8.245
22065,"E01020855",8.239,5.632
22066,"E01028868",4.743,6.965
22067,"E01020857",3.155,4.68
22068,"W01001640",4.785,6.842
22069,"E01020854",4.329,5.212
22070,"E01022583",6.111,7.428
22071,"E01022502",15.742,9.588
22072,"E01002740",26.043,13.364
22073,"E01016565",18.501,10.244
22074,"E01004747",35.706,14.225
22075,"W01001641",6.643,7.104
22076,"E01022582",5.815,7.456
22077,"E01022503",15.511,9.441
22078,"E01024587",8.84,9.298
22079,"E01031747",7.462,8.092
22080,"E01016562",28.563,10.8
22081,"E01020850",5.727,6.265
22082,"E01022581",6.24,7.539
22083,"E01030269",10.564,8.736
22084,"E01032256",9.57,8.185
22085,"W01000860",8.394,6.338
22086,"E01032257",8.242,7.94
22087,"W01000861",7.086,6.121
22088,"E01032254",12.368,8.696
22089,"E01032255",12.382,8.728
22090,"E01032252",10.973,8.422
22091,"E01032253",11.235,8.445
22092,"E01032250",10.238,8.277
22093,"E01000055",26.382,13.682
22094,"E01014088",8.784,7.776
22095,"E01014009",2.877,6.049
22096,"E01000052",25.919,13.826
22097,"E01008068",21.787,9.929
22098,"E01000053",26.222,13.859
22099,"E01008069",15.285,9.017
22100,"E01000050",25.538,13.992
22101,"E01000051",29.75,14.76
22102,"E01000058",20.328,13.056
22103,"E01001607",24.741,12.204
22104,"E01001604",22.827,11.667
22105,"E01001687",20.149,11.72
22106,"E01001686",16.897,11.462
22107,"E01007659",9.696,8.621
22108,"E01001606",22.779,11.815
22109,"E01009651",22.502,10.902
22110,"E01007658",10.283,8.587
22111,"E01002783",29.652,13.875
22112,"E01004787",11.37,8.15
22113,"E01002784",30.208,14.343
22114,"E01001685",17.161,11.237
22115,"E01002702",35.421,14.042
22116,"E01001684",18.57,11.136
22117,"E01002704",35.011,14.12
22118,"E01002785",26.668,13.802
22119,"E01002707",31.903,13.603
22120,"E01002786",28.069,14.011
22121,"E01004706",31.358,13.993
22122,"E01002703",35.831,13.964
22123,"E01004839",13.609,9.08
22124,"E01001776",27.393,13.447
22125,"E01004838",16.644,9.77
22126,"E01013729",13.82,10.367
22127,"E01015721",12.07,9.686
22128,"E01013728",15.807,10.529
22129,"E01021831",12.169,10.269
22130,"E01002839",32.194,13.954
22131,"E01032725",8.976,8.723
22132,"E01015720",14.595,10.415
22133,"E01021830",12.67,10.253
22134,"E01000657",10.902,9.107
22135,"E01007222",8.921,7.11
22136,"E01032724",10.536,9.142
22137,"E01032727",7.942,8.113
22138,"E01027691",9.398,7.967
22139,"E01026430",4.508,8.433
22140,"E01029849",10.967,8.997
22141,"E01003006",14.878,9.882
22142,"E01029848",13.082,9.169
22143,"E01021833",11.586,10.296
22144,"E01010918",7.238,6.494
22145,"E01018179",9.536,9.214
22146,"E01018529",8.769,7.4
22147,"E01001777",29.633,13.548
22148,"E01001774",27.393,13.447
22149,"E01023134",11.697,9.614
22150,"E01032722",29.272,13.63
22151,"E01032720",32.099,13.874
22152,"E01009872",14.932,9.702
22153,"E01029377",10.467,8.34
22154,"E01003490",26.917,14.162
22155,"E01032235",10.122,8.148
22156,"E01033159",3.486,7.228
22157,"E01025585",4.172,5.911
22158,"E01008666",13.333,7.283
22159,"E01007788",7.684,8.679
22160,"E01005277",19.097,9.789
22161,"W01000826",2.852,5.297
22162,"E01023620",9.158,9.137
22163,"E01007833",11.43,8.401
22164,"E01015905",14.017,10.396
22165,"E01009062",22.507,11.339
22166,"E01010991",11.349,7.939
22167,"E01016171",13.984,10.7
22168,"W01001608",13.58,9.532
22169,"E01031146",8.19,8.611
22170,"E01007872",18.353,10.256
22171,"W01001925",3.008,5.389
22172,"E01015419",8.11,8.213
22173,"E01008335",15.591,6.935
22174,"W01000130",4.982,5.061
22175,"E01021553",10.272,9.807
22176,"E01010652",11.811,8.582
22177,"E01007704",18.799,9.798
22178,"E01017227",17.366,10.015
22179,"E01008317",12.04,6.703
22180,"E01031670",7.215,8.321
22181,"E01016770",12.02,10.408
22182,"E01013907",9.892,9.228
22183,"E01007064",7.973,7.055
22184,"E01010995",16.11,9.058
22185,"E01022115",10.346,8.397
22186,"E01020519",5.16,7.532
22187,"W01000192",3.025,5.043
22188,"E01024752",8.209,8.785
22189,"E01007011",21.939,9.219
22190,"E01015415",11.074,8.745
22191,"E01016339",5.995,7.896
22192,"E01006643",11.4,8.592
22193,"E01027565",11.41,7.303
22194,"E01024605",12.081,10.672
22195,"E01003754",21.328,12.743
22196,"E01021215",7.711,8.73
22197,"E01009721",11.315,8.809
22198,"E01004327",24.412,12.4
22199,"E01016776",13.739,9.94
22200,"E01011954",11.134,7.102
22201,"E01023088",11.825,9.01
22202,"E01018925",2.083,5.322
22203,"E01032199",4.286,7.002
22204,"E01014576",12.887,9.698
22205,"E01000616",23.587,11.289
22206,"E01012873",10.132,9.235
22207,"E01014876",13.83,9.035
22208,"E01020895",5.592,6.191
22209,"E01020814",6.048,6.38
22210,"E01012872",17.456,10.245
22211,"E01023767",6.359,8.772
22212,"E01012487",12.72,8.156
22213,"E01020817",5.626,6.608
22214,"E01009928",17.903,10.646
22215,"E01010459",9.43,8.466
22216,"E01020896",5.228,6.257
22217,"E01012406",16.366,8.251
22218,"E01001994",22.306,11.829
22219,"E01001915",24.356,12.773
22220,"E01001995",21.495,12.162
22221,"E01010458",9.286,8.44
22222,"E01023764",9.882,9.143
22223,"E01020894",3.368,5.163
22224,"E01001912",34.723,14.357
22225,"E01010947",16.609,9.085
22226,"E01001993",20.485,11.975
22227,"E01033429",5.729,9.049
22228,"E01010946",17.685,9.191
22229,"E01033428",7.312,9.002
22230,"E01022938",5.863,7.324
22231,"E01022939",5.639,7.237
22232,"E01024930",13.562,7.822
22233,"E01024931",16.859,8.666
22234,"E01010944",11.516,8.336
22235,"E01024938",10.507,7.538
22236,"E01008727",8.632,6.02
22237,"E01006720",20.032,9.822
22238,"E01008726",7.589,6.069
22239,"E01006723",16.564,9.801
22240,"E01006725",18.265,9.573
22241,"E01006722",16.925,10.14
22242,"E01006727",14.703,8.691
22243,"E01006724",15.634,9.397
22244,"E01008724",7.067,6.094
22245,"E01006721",15.907,9.497
22246,"E01025184",13.004,8.902
22247,"E01017160",18.582,9.881
22248,"E01019166",8.417,6.816
22249,"E01025105",4.401,5.426
22250,"E01025185",10.691,7.632
22251,"E01017163",15.288,9.199
22252,"E01023634",11.705,9.561
22253,"E01023180",10.316,9.338
22254,"E01023635",8.226,9.163
22255,"E01023101",14.912,10.457
22256,"E01021649",13.143,10.363
22257,"E01023637",9.538,9.279
22258,"E01021648",12.336,10.39
22259,"E01023636",11.085,9.529
22260,"E01021640",6.697,8.877
22261,"E01021641",7.541,9.089
22262,"E01019167",7.844,7.511
22263,"E01025102",11.443,6.992
22264,"E01023632",14.122,9.904
22265,"E01012783",6.511,8.592
22266,"E01023633",18.301,10.624
22267,"E01012702",9.45,7.735
22268,"E01001890",32.499,14.231
22269,"E01006767",14.519,9.777
22270,"E01012705",8.659,6.657
22271,"E01001811",22.885,13.348
22272,"E01006766",13.992,9.657
22273,"E01012784",5.234,8.628
22274,"E01006764",14.127,9.624
22275,"E01012782",6.839,8.723
22276,"E01000766",14.733,9.829
22277,"E01011328",16.768,9.306
22278,"E01014843",5.454,6.989
22279,"E01004232",28.818,13.585
22280,"E01015152",13.045,8.18
22281,"E01001557",28.35,13.048
22282,"E01025683",11.378,9.4
22283,"E01018277",6.226,8.902
22284,"E01002717",27.452,13.375
22285,"E01014757",12.169,8.311
22286,"E01025392",7.701,6.778
22287,"E01026839",11.646,9.943
22288,"E01014235",8.008,7.831
22289,"E01011169",7.243,7.146
22290,"E01015504",9.747,8.946
22291,"E01023685",8.223,8.679
22292,"E01016276",15.136,9.478
22293,"E01014790",6.693,7.083
22294,"E01025805",9.667,8.801
22295,"E01017860",13.924,9.712
22296,"E01019866",7.028,7.995
22297,"E01025884",7.254,8.675
22298,"E01015899",12.895,10.538
22299,"E01025804",9.228,8.754
22300,"E01023315",10.237,9.512
22301,"E01017863",10.705,9.374
22302,"E01027434",7.378,6.651
22303,"E01023880",22.789,11.447
22304,"E01016981",14.563,10.702
22305,"E01024844",9.312,9.317
22306,"E01024233",9.331,10.866
22307,"E01025885",6.375,8.882
22308,"E01018906",2.324,5.716
22309,"E01011163",14.244,9.13
22310,"E01018987",2.427,5.3
22311,"E01011553",18.788,9.687
22312,"E01016903",10.916,10.214
22313,"E01016982",12.172,9.841
22314,"E01029667",5.327,7.195
22315,"E01025449",13.077,7.625
22316,"E01028270",13.189,10.005
22317,"E01027437",6.458,6.101
22318,"E01006774",16.675,8.427
22319,"E01019867",7.378,8.314
22320,"E01033767",13.313,8.282
22321,"E01025883",6.904,8.72
22322,"E01030814",13.166,9.356
22323,"E01030896",8.356,8.34
22324,"E01022872",9.244,8.574
22325,"E01033766",14.704,9.297
22326,"E01016900",13.88,10.123
22327,"E01030817",8.563,8.658
22328,"E01024483",11.589,9.215
22329,"E01018907",2.408,5.833
22330,"E01030897",7.787,8.065
22331,"E01024402",12.249,9.861
22332,"E01022875",10.135,8.608
22333,"E01016460",18.174,11.042
22334,"E01018467",13.215,9.202
22335,"E01024405",11.632,10.01
22336,"E01024484",8.441,8.533
22337,"E01018466",13.631,9.345
22338,"E01003979",32.61,13.434
22339,"E01030895",14.095,9.121
22340,"E01022873",10.408,8.282
22341,"E01016461",20.169,11.607
22342,"E01018464",13.784,8.866
22343,"E01015788",19.162,11.254
22344,"E01001752",26.97,13.274
22345,"E01001755",27.396,13.349
22346,"E01015709",10.171,9.463
22347,"E01015789",17.931,10.949
22348,"E01015708",9.859,9.191
22349,"E01001757",24.745,13.298
22350,"E01001754",27.396,13.349
22351,"E01009768",15.026,9.479
22352,"E01016724",13.708,9.885
22353,"E01001753",26.97,13.274
22354,"E01005831",13.952,8.699
22355,"E01016727",14.398,10.53
22356,"E01005830",12.255,8.813
22357,"E01016726",11.584,9.975
22358,"E01005833",12.585,8.174
22359,"E01014779",6.565,7.491
22360,"E01005832",11.416,8.052
22361,"E01009429",11.143,8.339
22362,"E01001410",17.276,11.404
22363,"E01016725",12.738,10.363
22364,"E01001492",19.597,11.963
22365,"E01016722",12.086,10.211
22366,"E01001413",14.779,10.534
22367,"E01001412",14.518,10.226
22368,"E01009428",11.239,8.421
22369,"E01028424",9.474,8.842
22370,"E01001494",23.697,13.177
22371,"E01028425",6.463,8.315
22372,"E01001493",19.38,12.161
22373,"E01028427",13.728,9.457
22374,"E01026421",4.113,8.767
22375,"E01013939",12.67,9.8
22376,"E01026420",4.064,8.828
22377,"E01026423",5.686,9.094
22378,"E01028426",13.685,9.487
22379,"E01001491",19.425,12.553
22380,"E01027167",15.246,10.254
22381,"E01001411",14.89,10.857
22382,"E01033102",10.116,8.654
22383,"E01033105",8.002,9.149
22384,"E01033184",3.393,5.529
22385,"E01033185",4.033,5.658
22386,"E01001946",31.179,14.044
22387,"E01027166",13.885,10.011
22388,"E01003742",19.309,12.487
22389,"E01028422",10.287,8.542
22390,"E01033186",4.192,5.75
22391,"E01003743",19.529,12.594
22392,"E01033104",28.275,11.523
22393,"E01008809",7.307,6.483
22394,"E01008888",16.187,10.541
22395,"E01008889",22.955,11.713
22396,"E01003745",20.667,11.46
22397,"E01017739",11.198,9.001
22398,"E01008808",9.112,6.66
22399,"E01033183",4.62,5.911
22400,"E01027164",15.457,10.345
22401,"E01015927",17.834,10.851
22402,"E01033178",7.57,9.023
22403,"E01005746",14.467,8.576
22404,"E01027592",4.529,6.803
22405,"E01003740",18.975,12.474
22406,"E01005627",21.035,9.664
22407,"E01005908",7.86,6.893
22408,"E01029356",11.999,8.752
22409,"E01003468",18.717,10.849
22410,"E01004112",19.577,10.911
22411,"E01021932",9.299,9.563
22412,"E01030482",13.976,9.584
22413,"W01000084",1.24,3.779
22414,"E01023523",10.529,9.145
22415,"E01017691",7.664,9.002
22416,"E01005904",10.595,7.731
22417,"E01031300",11.078,8.836
22418,"E01011485",12.139,8.219
22419,"E01008179",8.592,6.037
22420,"E01027947",9.864,8.957
22421,"E01027913",8.424,8.618
22422,"E01004602",25.275,12.68
22423,"E01031574",12.11,9.54
22424,"E01015622",15.555,10.221
22425,"E01028438",18.449,10.199
22426,"E01033366",22.211,10.882
22427,"E01019452",11.965,9.043
22428,"E01014112",5.337,7.467
22429,"E01000596",25.409,13.382
22430,"E01029526",12.008,8.536
22431,"E01027520",4.683,5.824
22432,"E01027522",5.237,5.855
22433,"E01027523",5.194,5.836
22434,"E01027524",6.878,6.272
22435,"E01006702",18.425,9.884
22436,"E01027525",4.293,5.725
22437,"E01025579",6.952,6.129
22438,"E01005310",17.094,9.925
22439,"E01015774",8.66,9.325
22440,"E01027527",6.69,5.943
22441,"E01008542",13.582,6.815
22442,"E01009184",14.632,9.58
22443,"E01024971",12.552,7.692
22444,"E01009669",13.877,9.291
22445,"E01008279",6.244,5.789
22446,"E01028623",11.448,9.146
22447,"E01029527",9.527,8.364
22448,"E01031851",5.293,7.982
22449,"E01027521",3.893,5.809
22450,"E01031858",5.008,7.255
22451,"E01031853",6.065,7.573
22452,"E01031850",6.621,8.301
22453,"E01031855",7.993,8.043
22454,"E01031852",5.98,7.893
22455,"E01012954",7.968,8.698
22456,"E01031857",4.054,6.873
22457,"E01026908",6.91,8.865
22458,"E01031854",9.772,8.31
22459,"E01028980",4.577,6.988
22460,"E01012957",8.445,8.671
22461,"E01010969",18.636,8.856
22462,"E01012956",8.553,8.77
22463,"E01002754",23.5,13.036
22464,"E01010968",14.899,8.527
22465,"E01001329",19.701,11.552
22466,"E01028981",8.335,7.499
22467,"E01013777",18.286,10.618
22468,"W01001628",10.31,7.623
22469,"E01031859",4.964,7.526
22470,"E01005152",16.808,9.708
22471,"E01027866",5.179,6.751
22472,"E01022972",12.738,9.602
22473,"E01015602",12.56,9.866
22474,"E01014293",25.347,10.023
22475,"E01024675",6.832,6.54
22476,"E01026989",7.474,8.461
22477,"E01012955",7.917,8.513
22478,"E01018706",10.964,7.68
22479,"E01015392",10.054,8.476
22480,"E01018837",3.773,6.047
22481,"E01028548",13.104,9.032
22482,"E01019105",4.744,4.211
22483,"E01005581",15.711,8.554
22484,"E01013604",17.178,10.117
22485,"E01012217",21.099,7.934
22486,"E01032675",6.751,6.893
22487,"E01026109",3.645,7.779
22488,"E01026188",7.031,9.051
22489,"E01026189",5.938,8.904
22490,"E01012155",9.055,7.633
22491,"E01012154",10.495,7.766
22492,"E01026108",4.489,8.464
22493,"E01010169",8.108,8.5
22494,"E01012157",9.956,7.58
22495,"E01012152",9.053,7.181
22496,"E01014156",8.66,7.672
22497,"E01004895",11.13,7.831
22498,"E01007767",13.27,9.006
22499,"E01002890",28.978,13.237
22500,"E01004814",16.07,8.739
22501,"E01013704",14.509,9.751
22502,"E01002810",27,13.845
22503,"E01007766",12.908,8.768
22504,"E01013785",13.079,10.26
22505,"E01026766",2.887,7.857
22506,"E01021891",10.907,9.661
22507,"E01013705",13.921,9.822
22508,"E01032785",26.916,13.307
22509,"E01013784",15.976,10.838
22510,"E01032704",6.643,8.599
22511,"E01021813",12.21,10.159
22512,"E01015875",9.355,9.319
22513,"E01029829",12.268,9.495
22514,"E01021892",9.586,9.34
22515,"E01021810",16.228,10.474
22516,"E01003475",19.132,12.013
22517,"E01015872",11.955,9.724
22518,"E01011416",14.855,8.859
22519,"E01003474",19.431,11.998
22520,"E01017429",5.518,8.455
22521,"E01003477",19.132,12.013
22522,"E01017428",4.894,8.523
22523,"E01022474",13.18,9.71
22524,"E01019421",10.005,8.914
22525,"E01011940",10.397,8.496
22526,"E01003476",19.832,12.05
22527,"E01022477",11.658,9.294
22528,"E01011943",10.312,8.459
22529,"E01022476",13.367,9.726
22530,"E01011942",8.069,7.936
22531,"E01025939",9.974,8.689
22532,"W01001652",12.188,8.433
22533,"E01024947",13.619,7.747
22534,"E01022595",6.458,8.055
22535,"E01022514",5.025,7.53
22536,"E01022517",8.934,8.933
22537,"W01001655",12.721,8.374
22538,"W01001654",12.27,8.397
22539,"E01022596",5.242,7.737
22540,"E01024942",9.298,7.599
22541,"E01019802",11.256,8.658
22542,"E01033473",5.938,6.912
22543,"E01019883",9.162,8.827
22544,"E01012602",14.886,7.613
22545,"E01003275",22.196,12.325
22546,"E01020732",7.198,6.601
22547,"E01021670",11.06,9.857
22548,"E01028748",5.404,7.816
22549,"E01013981",18.413,10.066
22550,"E01022594",5.354,7.593
22551,"E01020735",8.947,6.984
22552,"E01022515",9.794,9.18
22553,"E01019805",8.703,8.227
22554,"E01032853",11.796,8.68
22555,"E01007060",7.283,6.658
22556,"E01021486",11.793,9.624
22557,"E01019804",9.868,8.52
22558,"E01032850",10.704,9.056
22559,"E01022111",6.399,7.689
22560,"E01019885",7.139,8.55
22561,"E01032855",6.007,7.748
22562,"E01016525",18.07,10.217
22563,"E01032852",12.148,8.959
22564,"W01000079",1.701,3.876
22565,"E01032857",10.089,8.444
22566,"E01032854",10.108,8.511
22567,"E01032856",5.425,7.763
22568,"E01030869",5.501,7.175
22569,"E01020733",9.611,7.121
22570,"E01028749",5.176,7.837
22571,"E01032851",15.505,9.666
22572,"E01032858",14.228,9.678
22573,"E01016668",14.293,10.17
22574,"E01015271",3.172,5.657
22575,"E01001790",38.451,14.332
22576,"E01022440",7.141,7.996
22577,"E01011059",24.351,10.175
22578,"E01016929",9.925,9.642
22579,"E01008973",11.664,9.195
22580,"W01000683",1.868,4.703
22581,"E01025405",23.369,9.55
22582,"E01009693",11.395,9.768
22583,"E01014911",6.455,7.745
22584,"E01006431",14.85,7.831
22585,"E01014990",7.746,8.116
22586,"E01029358",9.862,8.505
22587,"E01017460",11.159,9.127
22588,"E01009459",13.556,9.307
22589,"E01025976",11.735,9.334
22590,"E01019467",7.484,8.403
22591,"E01022070",8.089,9.485
22592,"E01025404",16.497,8.506
22593,"E01031995",4.464,7.178
22594,"E01017948",15.252,10.262
22595,"E01031996",6.135,7.631
22596,"E01025485",6.778,6.899
22597,"E01023973",10.719,10.17
22598,"E01023972",18.868,11.67
22599,"E01031917",7.839,8.197
22600,"E01031997",6.982,7.764
22601,"E01031916",6.056,7.905
22602,"E01025484",6.087,6.781
22603,"E01017461",8.13,8.784
22604,"E01031914",8.012,8.031
22605,"E01023970",22.413,10.468
22606,"E01005212",26.997,10.217
22607,"E01005293",13.923,9.034
22608,"E01005294",16.169,8.767
22609,"E01005215",16.117,9.676
22610,"E01005214",18.917,9.646
22611,"E01005295",26.636,10.278
22612,"E01003211",24.586,13.093
22613,"E01003290",20.998,12.109
22614,"E01005213",26.031,10.2
22615,"E01005292",15.331,8.912
22616,"E01016664",13.928,10.195
22617,"E01013274",7.746,9.081
22618,"E01003779",31.769,13.909
22619,"E01025983",9.053,8.954
22620,"E01017060",27.438,12.369
22621,"E01016926",8.773,9.135
22622,"E01032193",4.089,6.641
22623,"E01026521",5.859,8.308
22624,"E01010619",19.096,9.63
22625,"E01004417",19.568,12.118
22626,"E01004496",19.902,12.243
22627,"E01002413",19.972,10.779
22628,"E01028663",6.683,8.156
22629,"W01001810",9.383,8.198
22630,"E01002492",25.698,12.231
22631,"E01011796",14.155,8.635
22632,"E01004416",21.822,12.362
22633,"E01004497",19.974,12.217
22634,"E01023985",6.795,8.763
22635,"E01002412",19.172,10.72
22636,"E01021058",6.248,8.353
22637,"E01031405",8.82,9.34
22638,"E01002493",27.082,12.795
22639,"W01001366",5.32,6.71
22640,"E01030593",11.993,9.347
22641,"E01002675",22.338,11.212
22642,"E01002410",19.421,10.962
22643,"E01020161",7.491,6.824
22644,"E01002491",29.265,12.78
22645,"E01020168",2.831,6.026
22646,"E01020163",5.341,6.473
22647,"E01020160",4.397,5.762
22648,"E01020165",7.128,6.856
22649,"E01020162",6.558,6.429
22650,"E01020167",6.764,6.887
22651,"E01020164",7.326,6.712
22652,"E01030659",16.682,10.107
22653,"E01031293",13.688,9.182
22654,"E01006831",19.771,8.525
22655,"E01029963",8.867,9.274
22656,"E01027062",9.596,9.246
22657,"E01020995",9.285,9.611
22658,"E01007882",13.812,8.997
22659,"W01001156",4.57,6.102
22660,"E01009887",14.83,9.752
22661,"E01022156",14.958,9.147
22662,"E01004218",30.379,13.093
22663,"E01010736",26.046,10.807
22664,"E01020169",2.917,6.132
22665,"E01012679",9.711,7.351
22666,"E01007803",12.718,8.574
22667,"E01007802",10.203,8.244
22668,"E01028807",7.53,8.646
22669,"E01007883",18.364,10.09
22670,"E01026880",4.334,8.771
22671,"E01007805",9.952,8.338
22672,"E01016748",10.175,9.966
22673,"E01026800",10.909,9.831
22674,"E01028886",5.202,6.979
22675,"E01028806",5.179,7.857
